Symbol,Name,Last_Sale,Start_of_Year_Sale,YTD_Change_Percent,Sector
SAIC,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,80.17,63.0815,21.31532992391169,Technology
SAIL,"SailPoint Technologies Holdings, Inc.",20.03,23.49,-17.274088866699934,Technology
SALT,Scorpio Bulkers Inc.,5.37,5.4813,-2.072625698324021,Transportation
SAM,"Boston Beer Company, Inc. (The)",373.23,240.84,35.471425126597545,Consumer Non-Durables
SAN,"Banco Santander, S.A.",4.06,4.3485,-7.105911330049261,Finance
SAP,SAP SE,118.73,98.229,17.266908110839722,Technology
SAVE,"Spirit Airlines, Inc.",41.36,57.92,-40.03868471953579,Transportation
SB,"Safe Bulkers, Inc",1.62,1.78,-9.876543209876537,Transportation
SBGL,Sibanye Gold Limited,5.33,2.83,46.90431519699813,Basic Industries
SBH,"Sally Beauty Holdings, Inc.",13.32,17.05,-28.00300300300301,Consumer Services
SBNA,Scorpio Tankers Inc.,25.4,24.4578,3.709448818897637,Transportation
SBOW,"SilverBow Resorces, Inc.",8.87,23.64,-166.51634723788052,Energy
SBR,Sabine Royalty Trust,44.56,36.1904,18.78276481149014,Energy
SBS,Companhia de saneamento Basico Do Estado De Sao Paulo - Sabesp,13.55,7.8705,41.91512915129152,Public Utilities
SC,Santander Consumer USA Holdings Inc.,25.64,17.2445,32.74375975039002,Finance
SCCO,Southern Copper Corporation,32.26,29.6548,8.075635461872277,Basic Industries
SCHW,The Charles Schwab Corporation,38.84,41.2156,-6.116374871266731,Finance
SCI,Service Corporation International,44.81,40.0769,10.562597634456594,Consumer Services
SCL,Stepan Company,94.02,73.5885,21.731014677728144,Basic Industries
SCS,Steelcase Inc.,15.74,14.6882,6.682337992376112,Consumer Durables
SCX,L.S. Starrett Company (The),5.76,5.23,9.201388888888879,Capital Goods
SD,"SandRidge Energy, Inc.",6.13,7.61,-24.143556280587283,Energy
SDLP,Seadrill Partners LLC,1.99,1.6897,15.090452261306533,Energy
SDR,SandRidge Mississippian Trust II,0.5985,0.786072,-31.340350877192975,Energy
SDRL,Seadrill Limited,3.04,9.75,-220.72368421052633,Energy
SDT,SandRidge Mississippian Trust I,0.59,0.740164,-25.451525423728828,Energy
SE,Sea Limited,34.02,11.32,66.72545561434451,Consumer Services
SEAS,"SeaWorld Entertainment, Inc.",29.24,22.09,24.452804377564977,Consumer Services
SEE,Sealed Air Corporation,43.84,34.5896,21.10036496350366,Basic Industries
SEM,Select Medical Holdings Corporation,15.64,15.35,1.8542199488491107,Health Care
SEMG,Semgroup Corporation,11.0,12.8611,-16.919090909090915,Energy
SERV,"ServiceMaster Global Holdings, Inc.",51.15,36.74,28.172043010752684,Consumer Services
SF,Stifel Financial Corporation,53.73,41.1944,23.330727712637252,Finance
SFB,Stifel Financial Corporation,25.73,20.52,20.248736883015937,Finance
SFE,"Safeguard Scientifics, Inc.",11.14,8.62,22.621184919210066,Finance
SFL,Ship Finance International Limited,12.55,9.9467,20.743426294820722,Transportation
SFUN,Fang Holdings Limited,1.93,1.43,25.90673575129534,Technology
SGU,"Star Group, L.P.",9.61,9.1028,5.277835587929233,Consumer Services
SHAK,"Shake Shack, Inc.",73.34,45.42,38.06926643032452,Consumer Services
SHG,Shinhan Financial Group Co Ltd,34.53,35.49,-2.7801911381407494,Finance
SHI,"SINOPEC Shangai Petrochemical Company, Ltd.",32.68,43.16,-32.068543451652374,Basic Industries
SHLX,"Shell Midstream Partners, L.P.",20.98,15.7542,24.90848427073403,Energy
SHO,"Sunstone Hotel Investors, Inc.",13.01,12.9646,0.3489623366640968,Consumer Services
SHOP,Shopify Inc.,321.39,138.45,56.92149724633623,Technology
SHW,Sherwin-Williams Company (The),495.36,391.4198,20.982760012919897,Consumer Services
SID,National Steel Company,3.71,2.0943,43.549865229110516,Capital Goods
SIG,Signet Jewelers Limited,16.15,30.7897,-90.64829721362231,Consumer Services
SITE,"SiteOne Landscape Supply, Inc.",71.19,55.27,22.362691389240055,Consumer Non-Durables
SIX,Six Flags Entertainment Corporation New,51.32,54.0508,-5.321122369446614,Consumer Services
SJI,"South Jersey Industries, Inc.",32.04,27.2994,14.795880149812737,Public Utilities
SJM,J.M. Smucker Company (The),110.37,92.1058,16.54815620186645,Consumer Non-Durables
SJR,Shaw Communications Inc.,19.48,17.7627,8.815708418891179,Consumer Services
SJT,San Juan Basin Royalty Trust,3.33,4.6347,-39.180180180180166,Energy
SJW,SJW Group,63.29,55.0673,12.992099857797434,Public Utilities
SKM,"SK Telecom Co., Ltd.",22.87,26.8,-17.18408395277656,Public Utilities
SKT,"Tanger Factory Outlet Centers, Inc.",15.48,19.5422,-26.241602067183468,Consumer Services
SKX,"Skechers U.S.A., Inc.",33.35,22.89,31.36431784107946,Consumer Non-Durables
SKY,Skyline Champion Corporation,29.26,14.69,49.79494190020507,Basic Industries
SLB,Schlumberger N.V.,35.99,35.1646,2.2934148374548537,Energy
SLCA,"U.S. Silica Holdings, Inc.",11.19,10.138,9.401251117068808,Basic Industries
SLF,Sun Life Financial Inc.,38.93,32.5455,16.39994862573851,Finance
SLG,SL Green Realty Corp,77.76,78.3276,-0.7299382716049366,Consumer Services
SM,SM Energy Company,9.59,15.4354,-60.953076120959324,Energy
SMFG,Sumitomo Mitsui Financial Group Inc,6.78,6.51,3.9823008849557593,Finance
SMG,Scotts Miracle-Gro Company (The),108.46,60.6647,44.06721371934353,Basic Industries
SMHI,SEACOR Marine Holdings Inc.,13.13,11.76,10.434120335110443,Transportation
SMLP,"Summit Midstream Partners, LP",7.52,9.3045,-23.730053191489382,Public Utilities
SMP,"Standard Motor Products, Inc.",43.41,47.9787,-10.524533517622684,Capital Goods
SNA,Snap-On Incorporated,147.64,143.5909,2.7425494445949483,Capital Goods
SNAP,Snap Inc.,16.46,5.51,66.52490886998785,Technology
SNDR,"Schneider National, Inc.",18.72,18.6195,0.5368589743589758,Transportation
SNE,Sony Corp Ord,53.65,48.0738,10.393662628145387,Consumer Non-Durables
SNN,"Smith & Nephew SNATS, Inc.",44.68,36.9713,17.253133393017013,Health Care
SNP,China Petroleum & Chemical Corporation,60.29,66.7438,-10.70459446010946,Energy
SNR,New Senior Investment Group Inc.,6.6,3.9351,40.377272727272725,Consumer Services
SNV,Synovus Financial Corp.,34.64,31.74,8.37182448036952,Finance
SNX,Synnex Corporation,85.58,80.2166,6.267118485627482,Technology
SO,Southern Company (The),55.93,42.8868,23.320579295548004,Public Utilities
SOGO,Sogou Inc.,3.41,5.25,-53.95894428152492,Technology
SOI,"Solaris Oilfield Infrastructure, Inc.",13.29,12.0173,9.576373212942052,Energy
SOJB,Southern Company (The),26.03,21.81,16.2120630042259,Public Utilities
SOJC,Southern Company (The),26.1,21.83,16.360153256704994,Public Utilities
SOL,Renesola Ltd.,1.0104,1.19,-17.77513855898654,Technology
SON,Sonoco Products Company,57.92,52.403,9.525207182320447,Consumer Durables
SPB           ,"Spectrum Brands Holdings, Inc.",46.35,41.6465,10.147788565264289,Miscellaneous
SPG,"Simon Property Group, Inc.",154.75,164.2004,-6.106882067851374,Consumer Services
SPGI,S&P Global Inc.,244.18,169.0097,30.78478990908346,Finance
SPH,"Suburban Propane Partners, L.P.",23.24,18.2959,21.274096385542165,Consumer Services
SPLP,Steel Partners Holdings LP,13.4,13.4,0.0,Capital Goods
SPN,"Superior Energy Services, Inc.",0.68,3.35,-392.6470588235294,Energy
SPR,"Spirit Aerosystems Holdings, Inc.",72.8,72.09,0.9752747252747168,Capital Goods
SPXC,SPX Corporation,35.63,28.01,21.386472074094865,Technology
SQ,"Square, Inc.",64.85,56.09,13.508095605242856,Technology
SQM,Sociedad Quimica y Minera S.A.,26.52,37.5019,-41.409879336349924,Basic Industries
SQNS,Sequans Communications S.A.,0.8181,0.78,4.65713237990466,Technology
SR,Spire Inc.,79.96,73.0161,8.684217108554277,Public Utilities
SRC,"Spirit Realty Capital, Inc.",43.17,34.6718,19.685429696548535,Consumer Services
SRE,Sempra Energy,132.12,107.3529,18.745912806539508,Public Utilities
SRG,Seritage Growth Properties,39.33,32.1476,18.261886600559375,Finance
SRI,"Stoneridge, Inc.",31.01,24.65,20.509513060303135,Capital Goods
SRLP,Sprague Resources LP,17.57,13.5144,23.082527034718268,Energy
SRT,"StarTek, Inc.",6.73,6.65,1.188707280832096,Technology
SSD,"Simpson Manufacturing Company, Inc.",61.5,53.709,12.668292682926824,Capital Goods
SSI,"Stage Stores, Inc.",0.6486,0.74,-14.091890225100222,Consumer Services
SSL,Sasol Ltd.,20.19,28.8904,-43.09262010896482,Energy
SSTK,"Shutterstock, Inc.",37.63,36.01,4.30507573744354,Technology
SSW,Seaspan Corporation,9.18,7.6306,16.877995642701517,Transportation
SSWA,Seaspan Corporation,25.95,23.65,8.863198458574184,Transportation
ST,Sensata Technologies Holding plc,45.35,44.84,1.1245865490628402,Capital Goods
STAG,"Stag Industrial, Inc.",28.62,24.3662,14.863032844164925,Consumer Services
STAR          ,iStar Inc.,13.38,8.972,32.94469357249627,Consumer Services
STC,Stewart Information Services Corporation,37.29,41.1087,-10.240547063555914,Finance
STE,STERIS plc,144.61,106.295,26.49540142452113,Health Care
STI,"SunTrust Banks, Inc.",61.02,49.6464,18.639134709931174,Finance
STL,Sterling Bancorp,19.58,16.3968,16.25740551583248,Finance
STM,STMicroelectronics N.V.,16.82,13.8294,17.780023781212844,Technology
STN,Stantec Inc,23.05,21.7595,5.598698481561828,Consumer Services
STNG,Scorpio Tankers Inc.,23.67,17.4352,26.340515420363342,Transportation
STON,StoneMor Partners L.P.,1.69,2.1,-24.26035502958581,Consumer Services
STOR,STORE Capital Corporation,34.62,28.0314,19.03119584055458,Consumer Services
STT,State Street Corporation,53.8,62.6227,-16.399070631970268,Finance
STWD,"STARWOOD PROPERTY TRUST, INC.",22.75,19.2927,15.196923076923078,Consumer Services
STZ,Constellation Brands Inc,186.69,159.5611,14.53152284535861,Consumer Non-Durables
SU,Suncor Energy  Inc.,27.64,27.4336,0.7467438494934954,Energy
SUI,"Sun Communities, Inc.",133.1,101.0645,24.068745304282494,Consumer Services
SUM,"Summit Materials, Inc.",18.99,12.4,34.70247498683517,Basic Industries
SUN,Sunoco LP,31.64,25.7731,18.54266750948167,Energy
SUP,"Superior Industries International, Inc.",2.61,4.6499,-78.15708812260536,Capital Goods
SUPV,Grupo Supervielle S.A.,7.34,8.5634,-16.667574931880107,Finance
SWCH,"Switch, Inc.",13.55,6.9643,48.6029520295203,Technology
SWJ,"Stanley Black & Decker, Inc.",26.0,23.71,8.807692307692303,Capital Goods
SWK,"Stanley Black & Decker, Inc.",135.82,118.5261,12.732955382123395,Capital Goods
SWM,"Schweitzer-Mauduit International, Inc.",32.42,24.4313,24.641270820481186,Basic Industries
SWN,Southwestern Energy Company,1.94,3.41,-75.77319587628867,Energy
SWP,"Stanley Black & Decker, Inc.",96.92,88.4555,8.73349153941395,Capital Goods
SWX,"Southwest Gas Holdings, Inc.",87.58,75.5007,13.792304179036313,Public Utilities
SXC,"SunCoke Energy, Inc.",6.71,8.55,-27.421758569299566,Basic Industries
SXI,Standex International Corporation,63.05,66.8049,-5.955432196669321,Technology
SXT,Sensient Technologies Corporation,64.84,55.2529,14.78578038247996,Basic Industries
SYF,Synchrony Financial,33.74,23.1527,31.379075281564916,Finance
SYK,Stryker Corporation,205.66,156.3346,23.983954098998346,Health Care
SYX,Systemax Inc.,20.03,23.6227,-17.936595107338977,Capital Goods
SYY,Sysco Corporation,67.14,61.9009,7.803246946678582,Consumer Non-Durables
T,AT&T Inc.,33.49,27.6326,17.489997014034046,Public Utilities
TAC,TransAlta Corporation,5.94,4.0813,31.291245791245803,Public Utilities
TAL,TAL Education Group,30.98,26.68,13.879922530664949,Consumer Services
TAP,Molson Coors Brewing  Company,50.59,55.3688,-9.446135599920927,Consumer Non-Durables
TARO,Taro Pharmaceutical Industries Ltd.,79.53,84.64,-6.425248333962026,Health Care
TBB,AT&T Inc.,26.37,22.26,15.585893060295788,Public Utilities
TBI,"TrueBlue, Inc.",19.5,22.25,-14.102564102564102,Technology
TCI,"Transcontinental Realty Investors, Inc.",24.8,28.32,-14.193548387096772,Consumer Services
TCO,"Taubman Centers, Inc.",39.62,44.9069,-13.344018172640087,Consumer Services
TCP,"TC PipeLines, LP",38.61,30.9091,19.94535094535095,Public Utilities
TCS,Container Store (The),5.17,4.77,7.736943907156681,Consumer Services
TD,Toronto Dominion Bank (The),55.88,48.7415,12.77469577666428,Finance
TDA,"Telephone and Data Systems, Inc.",25.47,19.65,22.85041224970554,Public Utilities
TDC,Teradata Corporation,33.1,38.36,-15.891238670694857,Technology
TDE,"Telephone and Data Systems, Inc.",25.37,23.16,8.711076074103275,Public Utilities
TDG,Transdigm Group Incorporated,461.33,340.06,26.287039646240217,Capital Goods
TDI,"Telephone and Data Systems, Inc.",26.05,22.6228,13.15623800383877,Public Utilities
TDJ,"Telephone and Data Systems, Inc.",25.41,23.29,8.34317197953562,Public Utilities
TDOC,"Teladoc Health, Inc.",65.6,49.57,24.435975609756092,Health Care
TDS,"Telephone and Data Systems, Inc.",27.15,32.3724,-19.235359116022103,Public Utilities
TDW,Tidewater Inc.,19.94,19.13,4.0621865596790485,Consumer Services
TDY,Teledyne Technologies Incorporated,282.07,207.07,26.589144538589714,Capital Goods
TECK,Teck Resources Ltd,17.91,21.5039,-20.06644332774987,Basic Industries
TEF,Telefonica SA,7.39,8.46,-14.479025710419503,Public Utilities
TEL,TE Connectivity Ltd.,87.68,74.8367,14.647924270073007,Technology
TEN,Tenneco Inc.,7.89,27.1929,-244.65019011406847,Capital Goods
TEO,Telecom Argentina Stet - France Telecom S.A.,15.97,15.1826,4.9304946775203495,Public Utilities
TEVA,Teva Pharmaceutical Industries Limited,7.83,15.42,-96.93486590038314,Health Care
TEX,Terex Corporation,27.01,27.3737,-1.346538319141051,Capital Goods
TFX,Teleflex Incorporated,350.6,257.8789,26.44640616086709,Health Care
TG,Tredegar Corporation,15.86,15.7571,0.6488020176544766,Capital Goods
TGH,Textainer Group Holdings Limited,8.83,9.96,-12.797281993204992,Technology
TGI,"Triumph Group, Inc.",23.05,11.4578,50.291540130151844,Capital Goods
TGNA,TEGNA Inc.,15.1,10.7705,28.672185430463575,Consumer Services
TGP,Teekay LNG Partners L.P.,14.03,10.7607,23.30220955096222,Consumer Services
TGS,Transportadora De Gas Sa Ord B,14.71,13.6384,7.284840244731476,Public Utilities
TGT,Target Corporation,80.79,64.9244,19.63807401906176,Consumer Services
THC,Tenet Healthcare Corporation,22.1,17.14,22.44343891402715,Health Care
THG,"The Hanover Insurance Group, Inc.",128.24,110.8382,13.569713038053655,Finance
THGA,"The Hanover Insurance Group, Inc.",25.38,24.8,2.28526398739164,Finance
THO,"Thor Industries, Inc.",54.35,51.668,4.934682612695496,Consumer Non-Durables
THR,"Thermon Group Holdings, Inc.",23.81,20.28,14.825703485930273,Energy
THS,"Treehouse Foods, Inc.",53.54,50.71,5.285767650354871,Consumer Non-Durables
TIF,Tiffany & Co.,87.86,80.0551,8.883337127247898,Consumer Services
TISI,"Team, Inc.",15.51,14.65,5.544809800128945,Consumer Services
TJX,"TJX Companies, Inc. (The)",50.7,44.3697,12.485798816568048,Consumer Services
TK,Teekay Corporation,3.67,3.2884,10.397820163487731,Transportation
TKC,Turkcell Iletisim Hizmetleri AS,5.44,5.62,-3.308823529411759,Public Utilities
TKR,Timken Company (The),42.35,36.8528,12.98040141676505,Capital Goods
TLK,"PT Telekomunikasi Indonesia, Tbk",28.78,25.5013,11.392286309937457,Public Utilities
TLRA,"Telaria, Inc.",8.58,2.73,68.18181818181817,Technology
TLRD,"Tailored Brands, Inc.",4.52,13.3613,-195.60398230088498,Consumer Services
TLYS,"Tilly&#39;s, Inc.",7.8,10.0149,-28.396153846153858,Consumer Services
TM,Toyota Motor Corp Ltd Ord,128.3,113.9816,11.160093530787226,Capital Goods
TMHC,Taylor Morrison Home Corporation,22.15,15.9,28.21670428893905,Capital Goods
TMK,Torchmark Corporation,84.71,74.2224,12.380592610081456,Finance
TMO,Thermo Fisher Scientific Inc,268.46,223.6257,16.70055129255755,Capital Goods
TMST,TimkenSteel Corporation,6.62,8.74,-32.02416918429003,Basic Industries
TNC,Tennant Company,69.27,51.7324,25.317742168326834,Technology
TNET,"TriNet Group, Inc.",68.21,41.95,38.498753848409315,Miscellaneous
TNK,Teekay Tankers Ltd.,1.04,0.928,10.769230769230768,Consumer Services
TNP,Tsakos Energy Navigation Ltd,2.75,2.6198,4.73454545454545,Transportation
TOL,"Toll Brothers, Inc.",35.04,32.7338,6.581621004566202,Capital Goods
TOO,Teekay Offshore Partners L.P.,1.125,1.21,-7.555555555555553,Consumer Services
TOT,Total S.A.,49.14,50.85,-3.4798534798534813,Energy
TOWR,"Tower International, Inc.",30.91,23.5529,23.80168230346166,Capital Goods
TPB,"Turning Point Brands, Inc.",38.3,27.1943,28.996605744125326,Consumer Non-Durables
TPC,Tutor Perini Corporation,11.66,15.97,-36.963979416809615,Basic Industries
TPGH,TPG Pace Holdings Corp.,10.28,10.0,2.723735408560305,Finance
TPH,"TRI Pointe Group, Inc.",13.36,10.93,18.188622754491014,Capital Goods
TPL,Texas Pacific Land Trust,695.46,540.3247,22.30686164552958,Energy
TPR,"Tapestry, Inc.",27.84,33.75,-21.228448275862068,Consumer Non-Durables
TPRE,Third Point Reinsurance Ltd.,9.31,9.64,-3.5445757250268537,Finance
TPX,"Tempur Sealy International, Inc.",74.28,41.4,44.26494345718901,Consumer Durables
TR,"Tootsie Roll Industries, Inc.",35.24,33.3189,5.451475595913742,Consumer Non-Durables
TRC,Tejon Ranch Co,17.18,16.58,3.492433061699659,Finance
TRCO,Tribune Media Company,46.55,44.8913,3.5632653061224406,Consumer Services
TREC,Trecora Resources,8.69,7.8,10.241657077100113,Energy
TREX,"Trex Company, Inc.",79.68,59.36,25.502008032128522,Basic Industries
TRGP,"Targa Resources, Inc.",35.51,34.497,2.852717544353698,Public Utilities
TRI,Thomson Reuters Corp,64.89,47.7261,26.4507628294036,Consumer Services
TRK,"Speedway Motorsports, Inc.",19.78,15.9994,19.113245702730037,Consumer Services
TRN,"Trinity Industries, Inc.",18.9,20.3171,-7.4978835978836065,Capital Goods
TRNO,Terreno Realty Corporation,48.05,34.9684,27.224973985431834,Finance
TROX,Tronox Holdings plc,9.2,7.7189,16.09891304347826,Basic Industries
TRP,TC Energy Corporation,47.83,35.2597,26.281204265105572,Public Utilities
TRQ,Turquoise Hill Resources Ltd.,0.5466,1.65,-201.86608122941823,Basic Industries
TRTN,Triton International Limited,30.38,30.0693,1.022712310730746,Technology
TRTX,"TPG RE Finance Trust, Inc.",19.4,17.8866,7.801030927835037,Consumer Services
TRU,TransUnion,79.49,56.6706,28.707258774688636,Finance
TRV,"The Travelers Companies, Inc.",143.93,118.3936,17.742235809073854,Finance
TS,Tenaris S.A.,23.4,20.8907,10.723504273504272,Basic Industries
TSE,Trinseo S.A.,33.52,45.0106,-34.27983293556084,Basic Industries
TSM,Taiwan Semiconductor Manufacturing Company Ltd.,39.87,36.91,7.424128417356411,Technology
TSN,"Tyson Foods, Inc.",83.83,52.8143,36.998329953477274,Consumer Non-Durables
TSQ,"Townsquare Media, Inc.",5.22,4.0265,22.86398467432949,Consumer Services
TSS,"Total System Services, Inc.",124.07,81.1777,34.57104860159587,Miscellaneous
TSU,TIM Participacoes S.A.,15.45,15.1392,2.0116504854368844,Public Utilities
TTC,Toro Company (The),70.21,55.6977,20.66984760005697,Capital Goods
TTI,"Tetra Technologies, Inc.",1.37,1.68,-22.627737226277358,Energy
TTM,Tata Motors Ltd,8.69,12.18,-40.161104718066746,Capital Goods
TU,TELUS Corporation,35.67,32.3992,9.169610316792825,Public Utilities
TUP,Tupperware Brands Corporation,15.03,31.2556,-107.95475715236196,Consumer Non-Durables
TV,Grupo Televisa S.A.,8.93,12.4608,-39.538633818589034,Consumer Services
TVC,Tennessee Valley Authority,25.54,24.73,3.171495693030536,Public Utilities
TVE,Tennessee Valley Authority,25.6,24.17,5.585937499999999,Public Utilities
TWI,"Titan International, Inc.",2.91,4.656,-59.999999999999986,Basic Industries
TWLO,Twilio Inc.,124.52,89.3,28.28461291358818,Technology
TWO,Two Harbors Investments Corp,12.96,12.4043,4.287808641975321,Consumer Services
TWTR,"Twitter, Inc.",40.37,28.74,28.80852117909339,Technology
TX,Ternium S.A.,20.7,25.8405,-24.833333333333332,Basic Industries
TXT,Textron Inc.,46.65,45.9724,1.4525187566988171,Capital Goods
TYL,"Tyler Technologies, Inc.",241.25,185.82,22.97616580310881,Technology
UA,"Under Armour, Inc.",18.4,16.17,12.119565217391289,Consumer Non-Durables
UAA,"Under Armour, Inc.",20.82,17.67,15.129682997118149,Consumer Non-Durables
UAN,"CVR Partners, LP",3.73,3.2339,13.300268096514738,Basic Industries
UBA,Urstadt Biddle Properties Inc.,20.83,18.6908,10.269803168506957,Consumer Services
UBP,Urstadt Biddle Properties Inc.,16.28,14.6,10.319410319410329,Consumer Services
UBS,UBS AG,10.89,12.38,-13.682277318640956,Finance
UDR,"UDR, Inc.",44.8,39.0013,12.94352678571428,Consumer Services
UE,Urban Edge Properties,16.24,16.4278,-1.1564039408867173,Finance
UFI,"Unifi, Inc.",18.13,22.84,-25.979040264754556,Consumer Non-Durables
UFS,Domtar Corporation,36.16,34.8222,3.6996681415929054,Basic Industries
UGI,UGI Corporation,49.42,53.0979,-7.442128692836911,Public Utilities
UGP,Ultrapar Participacoes S.A.,4.81,13.3644,-177.84615384615387,Public Utilities
UHS,"Universal Health Services, Inc.",143.34,116.3756,18.81149713966792,Health Care
UHT,Universal Health Realty Income Trust,88.97,60.8126,31.648196021130715,Consumer Services
UIS,Unisys Corporation,10.82,11.63,-7.486136783733831,Technology
UL,Unilever PLC,58.69,51.4289,12.3719543363435,Basic Industries
UMC,United Microelectronics Corporation,2.01,1.79,10.945273631840784,Technology
UMH,"UMH Properties, Inc.",12.68,11.5284,9.082018927444796,Consumer Services
UN,Unilever NV,56.53,52.9564,6.32159915089333,Basic Industries
UNF,Unifirst Corporation,193.02,142.8539,25.99010465236763,Consumer Services
UNFI,"United Natural Foods, Inc.",7.98,10.59,-32.70676691729322,Consumer Non-Durables
UNH,UnitedHealth Group Incorporated,245.06,248.1728,-1.2702195380723058,Health Care
UNM,Unum Group,28.69,28.9487,-0.9017079121645085,Finance
UNP,Union Pacific Corporation,166.84,136.799,18.005873891153197,Transportation
UNT,Unit Corporation,4.68,14.28,-205.12820512820517,Energy
UNVR,Univar Inc.,20.51,17.74,13.505607020965396,Consumer Durables
UPS,"United Parcel Service, Inc.",114.85,95.7654,16.6169786678276,Transportation
URI,"United Rentals, Inc.",113.35,102.53,9.545655050727829,Technology
USAC,"USA Compression Partners, LP",16.36,12.175,25.580684596577008,Public Utilities
USB,U.S. Bancorp,53.05,45.3487,14.51705937794533,Finance
USDP,USD Partners LP,10.66,9.7876,8.18386491557224,Transportation
USFD,US Foods Holding Corp.,35.14,31.64,9.9601593625498,Consumer Non-Durables
USM,United States Cellular Corporation,37.88,51.97,-37.196409714889114,Public Utilities
USNA,"USANA Health Sciences, Inc.",65.78,117.73,-78.97537245363333,Consumer Durables
USPH,"U.S. Physical Therapy, Inc.",122.2,101.8558,16.648281505728317,Health Care
UTI,Universal Technical Institute Inc,4.12,3.65,11.407766990291266,Consumer Services
UTL,UNITIL Corporation,56.88,49.9616,12.163150492264425,Public Utilities
UTX,United Technologies Corporation,125.75,105.2703,16.28604373757455,Capital Goods
UVE,UNIVERSAL INSURANCE HOLDINGS INC,26.47,37.5241,-41.76086135247449,Finance
UVV,Universal Corporation,57.56,52.7291,8.392807505211952,Consumer Services
UZA,United States Cellular Corporation,25.47,22.45,11.857086768747545,Public Utilities
UZC,United States Cellular Corporation,26.58,23.64,11.060948081264101,Public Utilities
V,Visa Inc.,168.86,131.5079,22.120158711358524,Miscellaneous
VAC,Marriott Vacations Worldwide Corporation,84.5,69.8546,17.33183431952662,Finance
VALE,VALE S.A.,11.56,13.19,-14.100346020761236,Basic Industries
VAR,"Varian Medical Systems, Inc.",111.63,113.31,-1.5049717817790977,Health Care
VCRA,"Vocera Communications, Inc.",26.38,39.35,-49.16603487490524,Capital Goods
VEC,"Vectrus, Inc.",37.87,21.58,43.01557961447055,Consumer Services
VEDL,Vedanta  Limited,7.83,11.4151,-45.786717752235,Capital Goods
VEEV,Veeva Systems Inc.,155.99,89.32,42.73991922559139,Technology
VER,VEREIT Inc.,8.97,7.0339,21.584169453734674,Consumer Services
VET,Vermilion Energy Inc.,16.42,20.3339,-23.836175395858696,Energy
VFC,V.F. Corporation,80.46,70.4858,12.396470295799151,Consumer Non-Durables
VG,Vonage Holdings Corp.,11.71,8.73,25.44833475661828,Public Utilities
VGR,Vector Group Ltd.,10.62,9.3834,11.644067796610164,Consumer Non-Durables
VHI,"Valhi, Inc.",1.98,1.9016,3.9595959595959607,Basic Industries
VICI,VICI Properties Inc.,20.85,18.5341,11.107434052757807,Consumer Services
VIPS,Vipshop Holdings Limited,6.6,5.46,17.27272727272727,Consumer Services
VIV,Telefonica Brasil S.A.,13.07,11.3616,13.071155317521049,Public Utilities
VJET,voxeljet AG,1.765,1.7,3.6827195467422067,Capital Goods
VLO,Valero Energy Corporation,75.78,73.3406,3.219055159672745,Energy
VLRS,"Controladora Vuela Compania de Aviacion, S.A.B. de C.V.",8.76,5.35,38.92694063926941,Transportation
VMC,Vulcan Materials Company,137.58,98.2932,28.555604012211084,Basic Industries
VMI,"Valmont Industries, Inc.",129.79,110.6285,14.763464057323361,Capital Goods
VMW,"Vmware, Inc.",155.76,137.13,11.96070878274268,Technology
VNCE,Vince Holding Corp.,12.64,9.33,26.186708860759495,Consumer Services
VNO,Vornado Realty Trust,61.04,60.8108,0.3754914809960661,Consumer Services
VNTR,Venator Materials PLC,3.08,4.19,-36.03896103896105,Basic Industries
VOC,VOC Energy Trust,5.12,3.415,33.30078125,Energy
VOYA,"Voya Financial, Inc.",52.4,40.1257,23.42423664122137,Finance
VPG,"Vishay Precision Group, Inc.",39.14,30.23,22.764435360245272,Capital Goods
VRS,Verso Corporation,14.14,22.4,-58.4158415841584,Basic Industries
VRTV,Veritiv Corporation,14.22,24.97,-75.59774964838255,Consumer Services
VSH,"Vishay Intertechnology, Inc.",15.87,17.8277,-12.335853812224329,Capital Goods
VSI,"Vitamin Shoppe, Inc",4.33,4.74,-9.468822170900696,Consumer Non-Durables
VSLR,"Vivint Solar, Inc.",8.31,3.81,54.15162454873646,Capital Goods
VSM,"Versum Materials, Inc.",51.65,27.6174,46.529719264278796,Basic Industries
VST,Vistra Energy Corp.,21.72,22.78,-4.880294659300195,Public Utilities
VSTO,Vista Outdoor Inc.,7.53,11.35,-50.730411686586976,Capital Goods
VTR,"Ventas, Inc.",67.87,57.8784,14.721673788124361,Consumer Services
VVI,Viad Corp,66.43,49.9201,24.853078428420904,Miscellaneous
VVV,Valvoline Inc.,21.74,19.1289,12.010579576816914,Basic Industries
VZ,Verizon Communications Inc.,55.22,55.0729,0.2663889894965625,Public Utilities
W,Wayfair Inc.,123.18,90.08,26.871245332034427,Consumer Services
WAAS,AquaVenture Holdings Limited,16.38,18.89,-15.323565323565333,Public Utilities
WAB,Westinghouse Air Brake Technologies Corporation,72.5,70.0175,3.424137931034485,Capital Goods
WAGE,"WageWorks, Inc.",51.15,27.16,46.90127077223851,Miscellaneous
WAIR,"Wesco Aircraft Holdings, Inc.",9.78,7.9,19.222903885480562,Capital Goods
WAL,Western Alliance Bancorporation,44.35,39.49,10.958286358511836,Finance
WALA,Western Alliance Bancorporation,26.88,24.7833,7.800223214285709,Finance
WAT,Waters Corporation,204.31,188.65,7.664823062992509,Capital Goods
